# Ignition 8.3 Gateway-scope native scripting function catalog.
# Source: https://www.docs.inductiveautomation.com/docs/8.3/appendix/scripting-functions
# Target: Gateway-scope scripts such as MCP onToolCalled handlers.
# Format: function<TAB>classification<TAB>required_module_ids(comma-separated or -)<TAB>notes
# classification: platform | module | conditional
system.file.getTempFile	platform	-	
system.file.readFileAsBytes	platform	-	
system.file.readFileAsString	platform	-	
system.file.writeFile	platform	-	
system.groups.loadFromFile	module	com.inductiveautomation.sqlbridge	
system.groups.removeGroups	module	com.inductiveautomation.sqlbridge	
system.historian.browse	module	com.inductiveautomation.historian	
system.historian.deleteAnnotations	module	com.inductiveautomation.historian	
system.historian.queryAggregatedPoints	module	com.inductiveautomation.historian	
system.historian.queryAnnotations	module	com.inductiveautomation.historian	
system.historian.queryMetadata	module	com.inductiveautomation.historian	
system.historian.queryRawPoints	module	com.inductiveautomation.historian	
system.historian.storeAnnotations	module	com.inductiveautomation.historian	
system.historian.storeDataPoints	module	com.inductiveautomation.historian	
system.historian.storeMetadata	module	com.inductiveautomation.historian	
system.historian.types.annotationPoint	module	com.inductiveautomation.historian	Historian type constructor
system.historian.types.dataPoint	module	com.inductiveautomation.historian	Historian type constructor
system.historian.types.metadataPoint	module	com.inductiveautomation.historian	Historian type constructor
system.historian.updateRegisteredNodePath	module	com.inductiveautomation.historian	
system.iec61850.cancel	module	com.inductiveautomation.opcua.drivers.iec61850,com.inductiveautomation.opcua	
system.iec61850.getControlParams	module	com.inductiveautomation.opcua.drivers.iec61850,com.inductiveautomation.opcua	
system.iec61850.listFiles	module	com.inductiveautomation.opcua.drivers.iec61850,com.inductiveautomation.opcua	
system.iec61850.operate	module	com.inductiveautomation.opcua.drivers.iec61850,com.inductiveautomation.opcua	
system.iec61850.readFile	module	com.inductiveautomation.opcua.drivers.iec61850,com.inductiveautomation.opcua	
system.iec61850.select	module	com.inductiveautomation.opcua.drivers.iec61850,com.inductiveautomation.opcua	
system.iec61850.writeFile	module	com.inductiveautomation.opcua.drivers.iec61850,com.inductiveautomation.opcua	
system.kafka.listConnectorInfo	module	com.inductiveautomation.connectors.kafka	
system.kafka.listTopicPartitions	module	com.inductiveautomation.connectors.kafka	
system.kafka.listTopics	module	com.inductiveautomation.connectors.kafka	
system.kafka.pollPartition	module	com.inductiveautomation.connectors.kafka	
system.kafka.pollTopic	module	com.inductiveautomation.connectors.kafka	
system.kafka.seekLatest	module	com.inductiveautomation.connectors.kafka	
system.kafka.sendRecord	module	com.inductiveautomation.connectors.kafka	
system.kafka.sendRecordAsync	module	com.inductiveautomation.connectors.kafka	
system.math.geometricMean	platform	-	
system.math.kurtosis	platform	-	
system.math.max	platform	-	
system.math.mean	platform	-	
system.math.meanDifference	platform	-	
system.math.median	platform	-	
system.math.min	platform	-	
system.math.mode	platform	-	
system.math.normalize	platform	-	
system.math.percentile	platform	-	
system.math.populationVariance	platform	-	
system.math.product	platform	-	
system.math.skewness	platform	-	
system.math.standardDeviation	platform	-	
system.math.sum	platform	-	
system.math.sumDifference	platform	-	
system.math.sumLog	platform	-	
system.math.sumSquares	platform	-	
system.math.variance	platform	-	
system.mongodb.aggregate	module	com.inductiveautomation.connectors.mongodb	
system.mongodb.deleteMany	module	com.inductiveautomation.connectors.mongodb	
system.mongodb.deleteOne	module	com.inductiveautomation.connectors.mongodb	
system.mongodb.find	module	com.inductiveautomation.connectors.mongodb	
system.mongodb.findOne	module	com.inductiveautomation.connectors.mongodb	
system.mongodb.insertMany	module	com.inductiveautomation.connectors.mongodb	
system.mongodb.insertOne	module	com.inductiveautomation.connectors.mongodb	
system.mongodb.listCollectionNames	module	com.inductiveautomation.connectors.mongodb	
system.mongodb.listConnectorInfo	module	com.inductiveautomation.connectors.mongodb	
system.mongodb.replaceOne	module	com.inductiveautomation.connectors.mongodb	
system.mongodb.updateMany	module	com.inductiveautomation.connectors.mongodb	
system.mongodb.updateOne	module	com.inductiveautomation.connectors.mongodb	
system.net.getHostName	platform	-	
system.net.getIpAddress	platform	-	
system.net.getRemoteServers	platform	-	
system.net.httpClient	platform	-	
system.net.sendEmail	platform	-	
system.opc.browse	module	com.inductiveautomation.opcua	
system.opc.browseServer	module	com.inductiveautomation.opcua	
system.opc.browseSimple	module	com.inductiveautomation.opcua	
system.opc.getServerState	module	com.inductiveautomation.opcua	
system.opc.getServers	module	com.inductiveautomation.opcua	
system.opc.isServerEnabled	module	com.inductiveautomation.opcua	
system.opc.readValue	module	com.inductiveautomation.opcua	
system.opc.readValues	module	com.inductiveautomation.opcua	
system.opc.setServerEnabled	module	com.inductiveautomation.opcua	
system.opc.writeValue	module	com.inductiveautomation.opcua	
system.opc.writeValues	module	com.inductiveautomation.opcua	
system.opchda.browse	module	com.inductiveautomation.opccom	
system.opchda.getAggregates	module	com.inductiveautomation.opccom	
system.opchda.getAttributes	module	com.inductiveautomation.opccom	
system.opchda.getServers	module	com.inductiveautomation.opccom	
system.opchda.insert	module	com.inductiveautomation.opccom	
system.opchda.insertReplace	module	com.inductiveautomation.opccom	
system.opchda.isServerAvailable	module	com.inductiveautomation.opccom	
system.opchda.readAttributes	module	com.inductiveautomation.opccom	
system.opchda.readProcessed	module	com.inductiveautomation.opccom	
system.opchda.readRaw	module	com.inductiveautomation.opccom	
system.opchda.replace	module	com.inductiveautomation.opccom	
system.opcua.addConnection	module	com.inductiveautomation.opcua	
system.opcua.callMethod	module	com.inductiveautomation.opcua	
system.opcua.removeConnection	module	com.inductiveautomation.opcua	
system.perspective.alterLogging	module	com.inductiveautomation.perspective	
system.perspective.authenticationChallenge	module	com.inductiveautomation.perspective	
system.perspective.closeDock	module	com.inductiveautomation.perspective	
system.perspective.closePage	module	com.inductiveautomation.perspective	
system.perspective.closePopup	module	com.inductiveautomation.perspective	
system.perspective.closeSession	module	com.inductiveautomation.perspective	
system.perspective.download	module	com.inductiveautomation.perspective	
system.perspective.getSessionInfo	module	com.inductiveautomation.perspective	
system.perspective.isAuthorized	module	com.inductiveautomation.perspective	
system.perspective.login	module	com.inductiveautomation.perspective	
system.perspective.logout	module	com.inductiveautomation.perspective	
system.perspective.navigate	module	com.inductiveautomation.perspective	
system.perspective.navigateBack	module	com.inductiveautomation.perspective	
system.perspective.navigateForward	module	com.inductiveautomation.perspective	
system.perspective.openDock	module	com.inductiveautomation.perspective	
system.perspective.openPopup	module	com.inductiveautomation.perspective	
system.perspective.print	module	com.inductiveautomation.perspective	
system.perspective.refresh	module	com.inductiveautomation.perspective	
system.perspective.sendMessage	module	com.inductiveautomation.perspective	
system.perspective.setTheme	module	com.inductiveautomation.perspective	
system.perspective.toggleDock	module	com.inductiveautomation.perspective	
system.perspective.togglePopup	module	com.inductiveautomation.perspective	
system.perspective.vibrateDevice	module	com.inductiveautomation.perspective	
system.print.getDefaultPrinterName	platform	-	
system.print.getPrinterNames	platform	-	
system.project.getProjectName	platform	-	
system.project.getProjectNames	platform	-	
system.project.requestScan	platform	-	
system.report.executeAndDistribute	module	com.inductiveautomation.reporting	
system.report.executeReport	module	com.inductiveautomation.reporting	
system.report.getReportNamesAsDataset	module	com.inductiveautomation.reporting	
system.report.getReportNamesAsList	module	com.inductiveautomation.reporting	
system.roster.addUsers	module	com.inductiveautomation.alarm-notification	
system.roster.createRoster	module	com.inductiveautomation.alarm-notification	
system.roster.deleteRoster	module	com.inductiveautomation.alarm-notification	
system.roster.getRoster	module	com.inductiveautomation.alarm-notification	
system.roster.getRosterNames	module	com.inductiveautomation.alarm-notification	
system.roster.getRosters	module	com.inductiveautomation.alarm-notification	
system.roster.getUsers	module	com.inductiveautomation.alarm-notification	
system.roster.removeUsers	module	com.inductiveautomation.alarm-notification	
system.secrets.createEmbeddedSecretConfig	platform	-	
system.secrets.createReferencedSecretConfig	platform	-	
system.secrets.decrypt	platform	-	
system.secrets.encrypt	platform	-	
system.secrets.getProviders	platform	-	
system.secrets.getSecrets	platform	-	
system.secrets.readConfiguredSecretValue	platform	-	
system.secrets.readSecretValue	platform	-	
system.secsgem.getResponse	module	com.inductiveautomation.secsgem	
system.secsgem.sendRequest	module	com.inductiveautomation.secsgem	
system.secsgem.sendResponse	module	com.inductiveautomation.secsgem	
system.secsgem.toDataset	module	com.inductiveautomation.secsgem	
system.secsgem.toTreeDataset	module	com.inductiveautomation.secsgem	
system.security.getUserRoles	module	com.inductiveautomation.vision	
system.security.validateUser	module	com.inductiveautomation.vision	
system.serial.closeSerialPort	platform	-	Ignition 8.3 platform API; legacy Serial modules were removed
system.serial.configureSerialPort	platform	-	Ignition 8.3 platform API; legacy Serial modules were removed
system.serial.openSerialPort	platform	-	Ignition 8.3 platform API; legacy Serial modules were removed
system.serial.port	platform	-	Ignition 8.3 platform API; legacy Serial modules were removed
system.serial.readBytes	platform	-	Ignition 8.3 platform API; legacy Serial modules were removed
system.serial.readBytesAsString	platform	-	Ignition 8.3 platform API; legacy Serial modules were removed
system.serial.readLine	platform	-	Ignition 8.3 platform API; legacy Serial modules were removed
system.serial.readUntil	platform	-	Ignition 8.3 platform API; legacy Serial modules were removed
system.serial.sendBreak	platform	-	Ignition 8.3 platform API; legacy Serial modules were removed
system.serial.write	platform	-	Ignition 8.3 platform API; legacy Serial modules were removed
system.serial.writeBytes	platform	-	Ignition 8.3 platform API; legacy Serial modules were removed
system.sfc.cancelChart	module	com.inductiveautomation.sfc	
system.sfc.getRunningCharts	module	com.inductiveautomation.sfc	
system.sfc.getVariables	module	com.inductiveautomation.sfc	
system.sfc.pauseChart	module	com.inductiveautomation.sfc	
system.sfc.redundantCheckpoint	module	com.inductiveautomation.sfc	
system.sfc.resumeChart	module	com.inductiveautomation.sfc	
system.sfc.setVariable	module	com.inductiveautomation.sfc	
system.sfc.setVariables	module	com.inductiveautomation.sfc	
system.sfc.startChart	module	com.inductiveautomation.sfc	
system.tag.browse	platform	-	
system.tag.configure	platform	-	
system.tag.copy	platform	-	
system.tag.deleteTags	platform	-	
system.tag.exists	platform	-	
system.tag.exportTags	platform	-	
system.tag.getConfiguration	platform	-	
system.tag.importTags	platform	-	
system.tag.move	platform	-	
system.tag.query	platform	-	
system.tag.readAsync	platform	-	
system.tag.readBlocking	platform	-	
system.tag.rename	platform	-	
system.tag.requestGroupExecution	platform	-	
system.tag.writeAsync	platform	-	
system.tag.writeBlocking	platform	-	
system.twilio.getAccounts	module	com.inductiveautomation.twilio	
system.twilio.getAccountsDataset	module	com.inductiveautomation.twilio	
system.twilio.getActiveCall	module	com.inductiveautomation.twilio	
system.twilio.getPhoneNumbers	module	com.inductiveautomation.twilio	
system.twilio.getPhoneNumbersDataset	module	com.inductiveautomation.twilio	
system.twilio.sendFreeformWhatsApp	module	com.inductiveautomation.twilio	
system.twilio.sendPhoneCall	module	com.inductiveautomation.twilio	
system.twilio.sendSms	module	com.inductiveautomation.twilio	
system.twilio.sendWhatsAppTemplate	module	com.inductiveautomation.twilio	
system.user.addCompositeSchedule	platform	-	
system.user.addHoliday	platform	-	
system.user.addRole	platform	-	
system.user.addSchedule	platform	-	
system.user.addUser	platform	-	
system.user.createScheduleAdjustment	platform	-	
system.user.editHoliday	platform	-	
system.user.editRole	platform	-	
system.user.editSchedule	platform	-	
system.user.editUser	platform	-	
system.user.getHoliday	platform	-	
system.user.getHolidayNames	platform	-	
system.user.getHolidays	platform	-	
system.user.getNewUser	platform	-	
system.user.getRoles	platform	-	
system.user.getSchedule	platform	-	
system.user.getScheduleNames	platform	-	
system.user.getScheduledUsers	platform	-	
system.user.getSchedules	platform	-	
system.user.getUser	platform	-	
system.user.getUserSources	platform	-	
system.user.getUsers	platform	-	
system.user.isUserScheduled	platform	-	
system.user.removeHoliday	platform	-	
system.user.removeRole	platform	-	
system.user.removeSchedule	platform	-	
system.user.removeUser	platform	-	
system.util.audit	platform	-	
system.util.execute	platform	-	
system.util.getGatewayStatus	platform	-	
system.util.getGlobals	platform	-	
system.util.getLogger	platform	-	
system.util.getModules	platform	-	
system.util.getProjectName	platform	-	
system.util.getProperty	platform	-	
system.util.getSessionInfo	platform	-	
system.util.getVersion	platform	-	
system.util.invokeAsynchronous	platform	-	
system.util.jsonDecode	platform	-	
system.util.jsonEncode	platform	-	
system.util.modifyTranslation	platform	-	
system.util.queryAuditLog	platform	-	
system.util.sendMessage	platform	-	
system.util.sendRequest	platform	-	
system.util.sendRequestAsync	platform	-	
system.util.setLoggingLevel	platform	-	
system.util.threadDump	platform	-	
system.util.translate	platform	-	
system.vision.logout	module	com.inductiveautomation.vision	
